,name,country,people,industry,web,logo,logo_url,logo_thumb,description,logo_url_local,logo_thumb_local,continent
<Banco_Sabadell>,Banco Sabadell,Spain,26090,financial services,http://www.grupbancsabadell.com,,,,"Banco de Sabadell, S.A. (Catalan: Banc Sabadell) is a banking group headquartered in Alicante, Spain. It is the fifth-largest Spanish banking group. It includes several banks, brands, subsidiaries and associated banks. It is a universal bank and specialises in serving small and medium enterprises (SMEs) and the affluent with a bias towards international trade.
As of January 2016, the total assets of Banco Sabadell Group amounted to €208.628 billion. It has a network of 2,873 branches (2,204 domestic and 669 international), 26,090 employees and 11.4 million customers. It is floated on the Bolsa de Madrid and is part of the IBEX 35.",,,Europe
<SP_Plus_Corporation>,SP Plus Corporation,United States,26000,parking,http://www.spplus.com,SP Plus Corporation.png,https://upload.wikimedia.org/wikipedia/commons/2/2c/SP_Plus_Corporation.png,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/SP_Plus_Corporation.png/150px-SP_Plus_Corporation.png,"SP+ facilitates the movement of people, vehicles and personal belongings. The company provides professional parking management, ground transportation, remote baggage check-in and handling, facility maintenance, security, event logistics, and other technology-based mobility solutions to aviation, commercial, hospitality, healthcare and government clients across North America.",00043.png,00154.png,North America
<Nexans>,Nexans,France,26000,manufacturing,http://www.nexans.com,NEXANS Logo RVB Baseline300.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/NEXANS_Logo_RVB_Baseline300.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/NEXANS_Logo_RVB_Baseline300.jpg/150px-NEXANS_Logo_RVB_Baseline300.jpg,"Nexans S.A. is a global company in the cable and optical fiber industry headquartered in Paris, France. 
The group is active in four main business areas: buildings and territories (construction, local infrastructure, smart cities / grids, e-mobility), high voltage and projects (offshore wind farms, subsea interconnections, land high voltage), data and telecoms (telecom networks, data transmission, FTTx, LAN cabling, hyperscale data centre solutions), industry and solutions (renewable energies, petroleum, railways and rolling stock, aeronautical and automation).
It is the world's second largest manufacturer of cables after Prysmian S.p.A.. In 2017, the Group had industrial presence in 34 countries with over 26,000 employees and sales of around €6.4 billion. Nexans was founded in 2000 as a business unit of the telecommunications firm Alcatel after its acquisition of a number of companies in the cable sector. It was spun out and listed on the Paris stock exchange the following year. It is currently listed on Euronext Paris, Compartment A.",00015.jpg,00015.jpg,Europe
<Rogers_Communications>,Rogers Communications,Canada,26000,telecommunications,http://www.rogers.com,Rogers logo new.svg,https://upload.wikimedia.org/wikipedia/commons/0/09/Rogers_logo.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Rogers_logo.svg/150px-Rogers_logo.svg.png,"Rogers Communications Inc. is a Canadian communications and media company. It operates primarily in the fields of wireless communications, cable television, telephony and Internet connectivity, with significant additional telecommunications and mass media assets. Rogers has its headquarters in Toronto, Ontario. The company traces its origins to 1960, when Ted Rogers and a partner bought the CHFI-FM radio station; they then became part-owners of a group that established the CFTO television station.The chief competitor to Rogers is Bell Canada, which has a similarly extensive portfolio of radio and television media assets, as well as wireless, television distribution, and telephone services, particularly in Eastern and Central Canada. The two companies are often seen as having a duopoly on communications services in their regions, and both companies own a stake of Maple Leaf Sports and Entertainment. However, Rogers also competes nationally with Telus for wireless services, and primarily indirectly with Shaw Communications for television service.",00112.svg,00155.png,North America
<Aden_Services>,Aden Services,China,26000,integrated facility management,http://www.adenservices.com,Aden-services-logo-wikipedia.png,https://upload.wikimedia.org/wikipedia/commons/3/34/Aden-services-logo-wikipedia.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Aden-services-logo-wikipedia.png/150px-Aden-services-logo-wikipedia.png,"ADEN is an integrated facility management (IFM) company based in Shanghai, China, with a focus on integrating emerging technologies into its services, including clean energy, robotics & automation, new materials, asset management and IoT platforms for facility management. ADEN employs over 26,000 people worldwide, with operations in 25 countries. The majority of employees (23,000) are based in Mainland China, where the company has over 1,000 clients which are served by 34 local branches in 5 regions. Other countries served include Vietnam, Indonesia, the Philippines, Kazakhstan, Mongolia, Nigeria, Guinea, Mozambique, Singapore and Japan. Customers consist of multinational corporations in sectors including commercial property, industry & manufacturing, retail, electronics, education, healthcare, mining, oil & gas and construction.",00044.png,00156.png,Asia
<Chunghwa_Post>,Chunghwa Post,Taiwan,26000,post,http://www.post.gov.tw,,,,"Chunghwa Post Co., Ltd. is the official postal service of Taiwan (officially the Republic of China). Chunghwa Post was a government agency of the Ministry of Transportation and Communications until 2003, when it was reorganized into a government-owned corporation.

Its affiliation with the Universal Postal Union began in 1914, but ended in 1972 when it was replaced by China Post shortly after China's seat in the United Nations was handed over to the People's Republic of China.
International reply coupons are not available to Taiwan, and mail is not delivered to or sent directly from Taiwan, but rather routed through third-party countries, with Japan Post as a major route facility for incoming mail sent from the Americas region. Under the name ""Chinese Taipei"", Taiwan is a member of Fédération Internationale de Philatélie and Inter-Asian Philatelic Federation. It also provides a savings account service.",,,Asia
<Domino's_Pizza_Enterprises>,Domino's Pizza Enterprises,Australia,26000,food retail,http://www.dominos.com.au/,,,,"Domino's Pizza Enterprises Limited (DPE) is the largest pizza chain in Australia in terms of network stores numbers and network sales, as well as the largest franchisee for the Domino's Pizza brand in the world.  DPE is the exclusive master franchise for the Domino's brand network in Australia, New Zealand, Belgium, France, The Netherlands, Japan, Germany, Luxembourg and Denmark.  Across these markets, DPE has over 2,600 stores.  In May 2005 DPE became the first publicly listed pizza company in Australia.In 2018, Domino's was inducted into the Queensland Business Leaders Hall of Fame.",,,Oceania
<Penske_Truck_Leasing>,Penske Truck Leasing,United States,26000,rentals,http://www.gopenske.com,,,,"Penske Truck Leasing Co., L.P. is a joint venture of Penske Corporation, Penske Automotive Group, and Mitsui & Co. Headquartered in Reading, Pennsylvania, the company was founded by Team Penske owner Roger Penske on December 1, 1969.  The firm serves customers in North America, South America, Europe, Asia, and Australia; among its services are full-service commercial truck leasing, truck fleet maintenance, truck rentals, and used truck sales. The company currently employs more than 36,000 workers worldwide and operates and maintains a fleet of more than 300,000 vehicles. Brian Hard is the president and CEO of the company. 
Of note, Penske Truck Leasing has been investing in and expanding its fleet of commercial electric trucks and adding electric truck charging stations infrastructure to its locations.In September 2017, General Electric sold the last of its stake in Penske for $674 million. The 15.5% stake was purchased by Penske and a subsidiary of Mitsui.",,,North America
<RockTenn>,RockTenn,United States,26000,paper and packaging,http://www.rocktenn.com,RockTenn logo.jpg,https://upload.wikimedia.org/wikipedia/en/0/0e/RockTenn_logo.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/RockTenn_logo.jpg/150px-RockTenn_logo.jpg,"RockTenn was an American paper and packaging manufacturer based in Norcross, Georgia.  In 2015, it merged with MeadWestvaco to form the WestRock company.It was one of North America's leading producers of corrugated and consumer packaging and recycling solutions, with annualized net sales of approximately $10 billion.  The company employed approximately 26,000 people and operated more than 245 facilities in the United States, Canada, Mexico, Chile, Argentina and China.",00016.jpg,00016.jpg,North America
<DS_Smith>,DS Smith,United Kingdom,26000,packaging,http://www.dssmith.com,,,,"DS Smith plc is an international packaging business, headquartered in London, England. It is listed on the London Stock Exchange and is a constituent of the FTSE 100 Index.",,,Europe
<Schering_AG>,Schering AG,Germany,26000,pharmaceutical,,Schering logo.png,https://upload.wikimedia.org/wikipedia/en/d/d9/Schering_logo.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/Schering_logo.png/150px-Schering_logo.png,"Schering AG was a research-centered German multinational pharmaceutical company headquartered in Wedding, Berlin, which operated as an independent company from 1851 to 2006. In 2006 it was bought by Bayer AG and merged to form the Bayer subsidiary Bayer Schering Pharma AG, which was renamed Bayer HealthCare Pharmaceuticals in 2011. Schering was listed on the Frankfurt Stock Exchange and had 26,000 employees as of 2004.
The American pharmaceutical company Schering-Plough, formerly the Schering Corporation, was originally the US subsidiary of Schering AG, and merged with Merck & Co. in 2009.",00045.png,00157.png,Europe
<ITC_(company)>,ITC,India,25959,conglomerate,http://www.itcportal.com/,,,,,,,Asia
<Express_Scripts>,Express Scripts,United States,25900,healthcare,http://www.express-scripts.com,,,,"Express Scripts Holding Company is a pharmacy benefit management (PBM) organization. In 2017 it was the 22nd-largest company in the United States by total revenue as well as the largest pharmacy benefit management (PBM) organization in the United States. Express Scripts had 2016 revenues of $100.752 billion. Since December 20, 2018, the company has been a subsidiary of Cigna.
The term ""scripts"" refers to the widely used clipped version of prescription.
Headquartered in Greater St. Louis within unincorporated North St. Louis County, Missouri, Express Scripts provides integrated pharmacy benefit management services including network-pharmacy claims processing; home delivery pharmacy services; specialty pharmacy benefit management, through its subsidiary Accredo; benefit-design consultation; drug-utilization review; formulary management; and medical and drug data analysis services to manage drug plans for health plans, self-insured employers and government agencies (both as administrator of employee benefits and public assistance programs). One of its largest clients is the United States Department of Defense's Tricare program.Express Scripts also offers pharmacy benefit management services for workers' compensation insurance programs. The program is accredited by URAC, the nation's largest accrediting body for pharmacy benefit management companies.
The company processes pharmaceutical claims for members through a network of retail pharmacies. Its own automated pharmacies dispense medications for chronic long-term diseases, such as diabetes or heart disease, directly to members by home delivery.On March 7, 2018, it was announced that Cigna would buy Express Scripts in a $67 billion deal.On August 24, 2018, the shareholders of Cigna and Express Scripts approved the $67 billion deal. The deal closed on December 20, 2018 at $54 billion, allowing Cigna  to start offering new Express Scripts products to its corporate health insurance customers in 2019.",,,North America
