,model,date,picture,manufacturer,class,length,height,width,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local
<Audi_A6>,Audi A6,1994,Audi A6 C6 3.2.jpg,Audi AG,Mid-size luxury car / Executive car (E),4796 mm,1455 mm,1855 mm,https://upload.wikimedia.org/wikipedia/commons/3/37/Audi_A6_C6_3.2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Audi_A6_C6_3.2.jpg/250px-Audi_A6_C6_3.2.jpg,"The Audi A6 is an executive car made by the German automaker Audi. Now in its fifth generation, the successor to the Audi 100 is manufactured in Neckarsulm, Germany, and is available in saloon and estate configurations, the latter marketed by Audi as the Avant. Audi's internal numbering treats the A6 as a continuation of the Audi 100 lineage, with the initial A6 designated as a member of the C4-series, followed by the C5, C6, C7, and the C8. The related Audi A7 is essentially a Sportback (fastback) version of the C7-series and C8-series A6 but is marketed under its own separate identity and model designation.
All generations of the A6 have offered either front-wheel-drive or Torsen-based four-wheel-drive, marketed by Audi as their quattro system. Second- and third-generation A6 models have shared their platform with the company's Allroad models.

Both petrol and diesel versions of the A6 are offered. The wide range of engines available have power outputs ranging from 150 to 333 PS (110 to 245 kW). These are inline 4-cylinder 16-valve turbocharged engines and more powerful 3-litre units in a V6 configuration with a mechanical compressor.",00031.jpg,00031.jpg
<Audi_A7>,Audi A7,2010,2011 Audi A7 (4G) 3.0 TFSI quattro hatchback (2016-01-07) 01.jpg,Audi AG,Executive car/Mid-size luxury car (E),4974 mm,1420 mm,1910 mm,https://upload.wikimedia.org/wikipedia/commons/9/9e/2011_Audi_A7_%284G%29_3.0_TFSI_quattro_hatchback_%282016-01-07%29_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/2011_Audi_A7_%284G%29_3.0_TFSI_quattro_hatchback_%282016-01-07%29_01.jpg/250px-2011_Audi_A7_%284G%29_3.0_TFSI_quattro_hatchback_%282016-01-07%29_01.jpg,"The Audi A7  is an executive car produced by Audi since 2010. A five-door liftback, it features a sloping roofline with a steeply raked rear window and integrated boot lid (forming the so-called ""Sportback""), and four frameless doors.",00032.jpg,00032.jpg
<Audi_A8>,Audi A8,1994,A8 white.jpg,Audi AG,Full-size luxury car (F),5131 mm,1461 mm,1948 mm,https://upload.wikimedia.org/wikipedia/commons/c/ce/A8_white.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/A8_white.jpg/250px-A8_white.jpg,"The Audi A8 is a four-door, full-size, luxury sedan manufactured and marketed by the German automaker Audi since 1994. Succeeding the Audi V8, and now in its fourth generation, the A8 has been offered with both front- or permanent all-wheel drive—and in short- and long-wheelbase variants. The first two generations employed the Volkswagen Group D platform, with the current generation deriving from the MLB platform. After the original model's 1994 release, Audi released the second generation in late 2002, the third in late 2009, and the fourth and current iteration in 2017.
Notable for being the first mass-market car with an aluminium chassis, all A8 models have used this construction method co-developed with Alcoa and marketed as the Audi Space Frame.A mechanically-upgraded, high-performance version of the A8 debuted in 1996 as the Audi S8. Produced exclusively at Audi's Neckarsulm plant, the S8 is fitted standard with Audi's quattro all-wheel drive system, and is available in short- and long-wheelbase form, the latter coming in 2020.",00033.jpg,00033.jpg
<Audi_Q2>,Audi Q2,2016,Audi Q2 2016 (28120640094).jpg,Audi AG,Compact SUV,4191 mm,1508 mm,1794 mm,https://upload.wikimedia.org/wikipedia/commons/2/2e/Audi_Q2_2016_%2828120640094%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Audi_Q2_2016_%2828120640094%29.jpg/250px-Audi_Q2_2016_%2828120640094%29.jpg,"The Audi Q2 is a subcompact luxury crossover SUV developed and manufactured by Audi. It was first unveiled to the public on 1 March 2016, at the 2016 Geneva Motor Show. The vehicle, which is being manufactured at the headquarters of Audi in Ingolstadt, Germany, is based on Volkswagen's MQB platform.
It has been sold since November 2016 in markets in Europe. Unlike Audi's other crossovers, the Q2 is not sold in the United States or Canada.",00034.jpg,00034.jpg
<Audi_Q3>,Audi Q3,2011,Audi Q3 2.0 TFSI quattro S tronic Amalfiweiß.JPG,Audi AG,Compact crossover SUV,4385 mm,1608 mm,1831 mm,https://upload.wikimedia.org/wikipedia/commons/0/03/Audi_Q3_2.0_TFSI_quattro_S_tronic_Amalfiwei%C3%9F.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Audi_Q3_2.0_TFSI_quattro_S_tronic_Amalfiwei%C3%9F.JPG/250px-Audi_Q3_2.0_TFSI_quattro_S_tronic_Amalfiwei%C3%9F.JPG,"The Audi Q3 is a subcompact luxury crossover SUV made by Audi. The Q3 has a transverse-mounted front engine, and entered production in 2011.",00035.jpg,00035.jpg
<Audi_Q5>,Audi Q5,2008,2009 Audi Q5 -- NHTSA.jpg,Audi,Compact luxury crossover SUV,4663 mm,1650 mm,1893 mm,https://upload.wikimedia.org/wikipedia/commons/5/53/2009_Audi_Q5_--_NHTSA.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/2009_Audi_Q5_--_NHTSA.jpg/250px-2009_Audi_Q5_--_NHTSA.jpg,"The Audi Q5 is a series of compact luxury crossover SUVs produced by the German luxury car manufacturer Audi from 2008. The original first-generation (Typ 8R) model was the third member of the B8 family to be released after the Audi A5 and fourth-generation A4, all being based on the Audi MLB platform. The second generation Q5 (Typ 80A) debuted in 2016 and shares the Audi MLBevo platform with the corresponding B9 versions of the A4 and A5.",00036.jpg,00036.jpg
<Audi_Q7>,Audi Q7,2006,2007-Audi-Q7.jpg,Audi AG,Midsize SUV,5052 mm,1741 mm,1984 mm,https://upload.wikimedia.org/wikipedia/commons/f/f4/2007-Audi-Q7.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/2007-Audi-Q7.jpg/250px-2007-Audi-Q7.jpg,"The Audi Q7 is a mid-size luxury SUV made by the German manufacturer Audi, unveiled in September 2005 at the Frankfurt Motor Show. Production of this seven-seater SUV began in the autumn of 2005 at the Volkswagen Bratislava Plant in Bratislava, Slovakia. It was the first SUV offering from Audi and went on sale in 2006. Later, Audi's second SUV, the Q5, was unveiled as a 2009 model. Audi has since unveiled a third SUV model, the Q3, which went on sale in the third quarter of 2011, and a fourth SUV model, the Q2, which went on sale in November 2016. The Q7 shares a Volkswagen Group MLB platform and chassis with the Bentley Bentayga, Lamborghini Urus, Porsche Cayenne and the Volkswagen Touareg.",00037.jpg,00037.jpg
<Audi_TT>,Audi TT,1998,Audi TT (20444900760).jpg,Audi AG,Sports car (S),4041 mm,1346 mm,1832 mm,https://upload.wikimedia.org/wikipedia/commons/a/a1/Audi_TT_%2820444900760%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Audi_TT_%2820444900760%29.jpg/250px-Audi_TT_%2820444900760%29.jpg,"The Audi TT is a 2-door production sports car made by Audi since 1998, and currently in its fourth generation. The first two generations were assembled by the Audi subsidiary Audi Hungaria Motor Kft. in Győr, Hungary, using bodyshells manufactured and painted at Audi's Ingolstadt plant and parts made entirely by the Hungarian factory for the third generation.For each of its three generations, the TT has been available as a 2+2 coupé and as a two-seater roadster employing consecutive generations of the Volkswagen Group A platform, starting with the A4 (PQ34). As a result of this platform-sharing, the Audi TT has identical powertrain and suspension layouts as its related platform-mates; including a front-mounted transversely oriented engine, front-wheel drive or quattro  four-wheel drive system, and fully independent front suspension using MacPherson struts.",00038.jpg,00038.jpg
<BMW_1_Series>,BMW 1 Series,1931,2012 BMW 125i (F20) 5-door hatchback (2015-07-03) 01.jpg,BMW,Compact car / Small family car (C),4324 mm,1421 mm,1765 mm,https://upload.wikimedia.org/wikipedia/commons/f/f1/2012_BMW_125i_%28F20%29_5-door_hatchback_%282015-07-03%29_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/2012_BMW_125i_%28F20%29_5-door_hatchback_%282015-07-03%29_01.jpg/250px-2012_BMW_125i_%28F20%29_5-door_hatchback_%282015-07-03%29_01.jpg,"The BMW 1 Series is a range of subcompact executive cars (C-segment) manufactured by BMW since 2004. It is the successor to the BMW 3 Series Compact and is currently in its third generation. 
The first generation was produced in hatchback, coupe and convertible body styles. Since the second generation (introduced in 2013), the coupé and convertible models have been marketed as the 2 Series, therefore the 1 Series range no longer includes these body styles.  A sedan model became available for the Chinese market in 2017.
The 1 Series is BMW's entry level of model range.  Unusually for a small car, the 1 Series range is mostly rear-wheel drive, (except for the F52 sedan, which is front-wheel drive) with optional all-wheel drive being available on some models.
An M version was produced for the first generation: the BMW 1 Series M Coupe, which was succeeded by the BMW M2.",00039.jpg,00039.jpg
<BMW_2_Series_(F22)>,BMW 2 Series (F22),2014,2014 BMW 220d (F22) M coupé (2016-06-11) 01.jpg,BMW,Entry-level luxury car,4432 mm,1418 mm,1774 mm,https://upload.wikimedia.org/wikipedia/commons/4/4e/2014_BMW_220d_%28F22%29_M_coup%C3%A9_%282016-06-11%29_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/2014_BMW_220d_%28F22%29_M_coup%C3%A9_%282016-06-11%29_01.jpg/250px-2014_BMW_220d_%28F22%29_M_coup%C3%A9_%282016-06-11%29_01.jpg,"The first generation of the BMW 2 Series consists of the BMW F22 (coupé version) and BMW F23 (convertible version) subcompact executive cars. The F22/F23 has been in production since November 2013 and is often collectively referred to as the F22.
The F22 was released as the successor to the E82 1 Series coupé and E88 1 Series convertible, and replaced the E82, and E88 1 Series in the U.S. lineup. It is currently produced alongside the F20 1 Series hatchback range in Leipzig.The United States is the most popular market for the 2 Series, accounting for one-third of all sales, followed by Germany and Great Britain.",00040.jpg,00040.jpg
<BMW_4_Series_(F32)>,BMW 4 Series (F32),2013,BMW 428i (16806790116).jpg,BMW,Entry-level luxury car (D),4641 mm,1362 mm,1826 mm,https://upload.wikimedia.org/wikipedia/commons/b/b8/BMW_428i_%2816806790116%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/BMW_428i_%2816806790116%29.jpg/250px-BMW_428i_%2816806790116%29.jpg,"The first generation of the BMW 4 Series consists of the BMW F32 (coupé version), BMW F33 (convertible version) and BMW F36 (four-door coupé version, marketed as 'Gran Coupé') compact executive cars. The F32/F33/F36 has been produced since 2014 and is often collectively referred to as the F32.
The F32 was introduced as the successor to the E92/E93 coupé/convertible models of the fifth-generation 3 Series range. The F32 is produced alongside - and shares many features with - the F30 3 Series. As with the F30 3 Series range, the F32/F33/F36 is powered by turbocharged petrol and diesel engines with 3 cylinders (petrol only), 4 cylinders, and 6 cylinders.
The high performance F82/F83 M4 models were introduced in early 2014. They are powered by the S55 turbocharged straight-six engine.",00041.jpg,00041.jpg
<BMW_5_Series_(F10)>,BMW 5 Series (F10),2010,BMW5er 6.jpg,BMW,Mid-size luxury / Executive car (E),4910 mm,1451 mm,1860 mm,https://upload.wikimedia.org/wikipedia/commons/e/e8/BMW5er_6.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/BMW5er_6.jpg/250px-BMW5er_6.jpg,"The sixth generation of the BMW 5 Series consists of the BMW F10 (sedan version), BMW F11 (wagon version, marketed as 'Touring') and BMW F07 (fastback version, marketed as 'Gran Turismo') executive cars. The F10/F11/F07 was produced from 2009 to 2017and is often collectively referred to as the F10.
The 'Gran Turismo' version is the first and only 5 Series to be produced in a fastback body style. The F10 generation is also the first 5 Series to offer a hybrid drivetrain, a turbocharged V8 engine, an 8-speed automatic transmission, a dual-clutch transmission (in the M5), active rear-wheel steering (called ""Integral Active Steering""), electric power steering, double-wishbone front suspension, an LCD instrument cluster (called ""Black Panel Display"") and automatic parking (called ""Parking Assistant""). A long-wheelbase sedan version (model code F18) was sold in China, Mexico and the Middle East.
The M5 model, introduced in 2011, is powered by the BMW S63 twin-turbocharged V8 engine coupled to a 7-speed dual clutch transmission. It is the first M5 to use a turbocharged engine.
In February 2017, the G30 5 Series was released as the successor to the F10.",00042.jpg,00042.jpg
<BMW_5_Series_Gran_Turismo>,BMW 5 Series Gran Turismo,2009,"BMW 5er GT (F07) – Frontansicht, 17. Juni 2012, Düsseldorf.jpg",BMW,Mid-size luxury car/executive car,4998 mm,1559 mm,1901 mm,https://upload.wikimedia.org/wikipedia/commons/7/7a/BMW_5er_GT_%28F07%29_%E2%80%93_Frontansicht%2C_17._Juni_2012%2C_D%C3%BCsseldorf.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/BMW_5er_GT_%28F07%29_%E2%80%93_Frontansicht%2C_17._Juni_2012%2C_D%C3%BCsseldorf.jpg/250px-BMW_5er_GT_%28F07%29_%E2%80%93_Frontansicht%2C_17._Juni_2012%2C_D%C3%BCsseldorf.jpg,,00043.jpg,00043.jpg
<BMW_6_Series_(E63)>,BMW 6 Series (E63),2003,BMW 6er Coupé Facelift 20090808 front.JPG,BMW,Grand tourer (S),4820 mm,1374 mm,1855 mm,https://upload.wikimedia.org/wikipedia/commons/4/44/BMW_6er_Coup%C3%A9_Facelift_20090808_front.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/BMW_6er_Coup%C3%A9_Facelift_20090808_front.JPG/250px-BMW_6er_Coup%C3%A9_Facelift_20090808_front.JPG,"The second generation of the BMW 6 Series consists of the BMW E63 (coupe version) and BMW E64 (convertible version) grand tourers. The E63/E64 generation was produced from 2003 to 2010 and is often collectively referred to as the E63.
The E63 uses a shortened version of the E60 5 Series chassis and subsequently shares many features. The car initially drew criticism, due to its controversial styling and complicated iDrive system.The M6 model was introduced in 2005 in coupé and convertible body styles. It is powered by the S85 V10 engine shared with the E60 M5, with most cars sold with a 7-speed automated manual transmission (""SMG III"").In March 2011, the BMW 6 Series (F06/F12/F13) began production as the successor to the E63.",00044.jpg,00044.jpg
<BMW_7_Series_(F01)>,BMW 7 Series (F01),2008,"BMW 730d xDrive (F01) – Frontansicht, 31. Dezember 2012, Düsseldorf.jpg",BMW,Full-size luxury car (F),5072 mm,58.2 in,1902 mm,https://upload.wikimedia.org/wikipedia/commons/1/18/BMW_730d_xDrive_%28F01%29_%E2%80%93_Frontansicht%2C_31._Dezember_2012%2C_D%C3%BCsseldorf.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/BMW_730d_xDrive_%28F01%29_%E2%80%93_Frontansicht%2C_31._Dezember_2012%2C_D%C3%BCsseldorf.jpg/250px-BMW_730d_xDrive_%28F01%29_%E2%80%93_Frontansicht%2C_31._Dezember_2012%2C_D%C3%BCsseldorf.jpg,"The fifth generation of the BMW 7 Series consists of the BMW F01 (sedan version) and BMW F02 (long-wheelbase sedan version) full-size luxury sedans. The F01/F02 generation was produced from 2008 to 2015 and is often collectively referred to as the F01.
The F01 was the first BMW vehicle to be available with a hybrid drivetrain, an 8-speed automatic transmission and a turbocharged V12 engine. It was the second 7 Series to be available with a turbocharged petrol engine (the first being the European E23 745i), and all-wheel drive (xDrive). The wheelbase was increased by 8 cm over the outgoing 7 Series. Other model codes used for this generation were F03 for the ""High Security 7 Series"" armoured car and F04 for the ""ActiveHybrid 7"" hybrid-electric model.
In July 2015, the BMW 7 Series (G11) began production as the successor to the F01.",00045.jpg,00045.jpg
